Randomized Student ID,Start Term,Enrollment Type,Pell,First Gen,Legal Sex,Student of Color?,Retention,Weighted HS GPA,LC GPA,Major Division,AcademicMotivation_Indicator,Grit_Indicator,Worries_Indicator,AcMo_WorkHardLearn,AcMo_TestSuccessPrep,AcMo_HSReadAboveReq,AcMo_TalkTchOutClass,AcMo_GoodGradesImp,AcMo_ChallengeMaterial,AcMo_ImpAcademicExp,AcMo_EnjoyAcademicExp,Conf_AttendInst,Conf_KnowMajor,Grit_IgnoreSetbacks,Grit_HardWork,Grit_FinishThings,Grit_Diligent,Grit_OvercomeSetbacks,CollGoals_MeaningfulCareer,CollGoals_LearnPrepForLife,CollGoals_IntPersChallenges,CollGoals_Friendships,CollGoals_DoWithLife,CollGoals_FinSuppSelf,CollGoals_GoodLifeFamily,CollGoals_FamilyProud,CollGoals_GiveBack,CollGoals_GradSchool,CollGoals_PositiveImpact,CollGoals_Other,CollGoals_Other_TEXT,CollGoals_total,Worries_DoWellAcad,Worries_MakeFriends,Worries_PayBills,Worries_MeetingExpect,Worries_BalancingResp,Worries_MentalHealth,Worries_FigureOutLife,Worries_Societalssues,Worries_EnoughFood,Worries_PlaceToSleep,Hours_PrepForClass,Hours_Extracurriculars,Hours_Working,SuccessfulLife_TEXT,SupportYou_TEXT
0379125479,22/FA,"First-Time, First-Year",Not Pell,Not 1st Gen,Male,Non-Student of Color,Retained,4.60,3.36,Math and Natural Sciences,3.38,4.2,1.9,3,4,3,3,3,4,4,3,3,2,4,4,4,4,5,0,1,1,0,0,1,0,1,0,0,1,0,,1,3,2,1,2,3,2,2,2,1,1,4,3,1,"If I truly enjoy computer science and see it as something I want to impact the world with then I see myself working as a web developer for Spotify I guess! This would be after grad school I would think. I would be living in New York, a place I've always wanted to check out and see what life is like there, in a studio apartment going out at night with friends. I guess this basically motions toward the fact that I haven't given it much thought!",To be completely honest coming into college life at L&C I don't have any ideas for the staff and faculty to help me. The only thing I could say is that it would probably mean the world to have someone to go and talk to if I'm struggling with scheduling or managing my time in order to complete quality work on time.
0383852977,22/FA,"First-Time, First-Year",Not Pell,Not 1st Gen,Male,Non-Student of Color,Retained,4.33,3.77,Social Sciences,3.5,4,2.7,4,4,5,2,5,3,3,2,1,3,4,4,5,4,3,1,1,0,1,1,1,0,1,1,0,1,0,,1,2,3,3,4,4,2,4,3,1,1,4,6,3,I would hope to enjoy my job and make enough to support myself comfortably while building my savings.,Show how the things I learn would be helpful in the real world.
0386260878,22/FA,"First-Time, First-Year",Not Pell,Not 1st Gen,Female,Non-Student of Color,Retained,3.78,3.53,Social Sciences,4.38,4.4,2.6,4,4,4,5,5,5,4,4,4,3,4,5,4,4,5,1,1,0,1,0,1,0,0,0,1,0,0,,1,3,3,2,2,3,3,2,3,2,3,4,3,3,"Pursuing higher education (maybe law school), having the means to financial support myself, and having time to give back to family and friends (and go traveling).",Directing me to the proper resources and faculty to talk to when I am in need of specific support.
0386471897,23/FA,"First-Time, First-Year",Not Pell,Not 1st Gen,Female,Non-Student of Color,-,3.66,3.48,Undecided,2.63,2.80,2.80,3,4,1,4,3,1,3,2,3,2,3,3,2,2,4,1,1,1,1,0,1,0,0,0,0,1,0,,1,4,2,2,2,4,4,4,4,1,1,4,4,5,"success to me looks like being able to be outside as much as possible, i want to live an outdoorsy lifestyle and have community with those around me. this is a big question however and im not really sure about other specifics. i want to be able to cook for myself and friends and family. and i want to be a leader of some sort.",firstly i think to support my ADHD with accomodations and whatnot. And having class outdide would be really cool sometimes too.
0388216621,21/FA,"First-Time, First-Year",Not Pell,Not 1st Gen,Female,Non-Student of Color,Retained,3.90,3.20,Arts and Humanities,4,4.4,3.4,4,4,4,4,5,5,3,3,3,4,4,5,4,4,5,1,1,1,1,1,1,0,0,1,1,1,0,,1,4,2,4,4,4,4,2,4,4,2,4,2,1,"I am in a health long-term relationship, I own/rent a nice house or apartment comfortably, I have my masters in education and am teaching in an IB program at a high school in Oregon, Washington, or California, I have two dogs and am able to give them pampered lives, I am not worried about mental health issues or money",?
0393293035,21/FA,"First-Time, First-Year",Not Pell,Not 1st Gen,Female,Non-Student of Color,Retained,3.69,3.65,Social Sciences,3.625,3.8,2.5,3,5,4,3,4,3,4,3,3,1,4,4,3,4,4,1,0,0,0,1,0,0,0,1,0,1,0,,1,3,3,2,3,2,4,3,3,1,1,5,2,2,,
0423665391,22/FA,"First-Time, First-Year",Not Pell,First Gen,Male,Non-Student of Color,Retained,3.28,2.93,Arts and Humanities,3.75,3.8,2.5,4,3,3,4,5,4,4,3,4,4,4,4,3,3,5,1,1,0,0,1,1,1,0,1,0,1,0,,1,2,3,2,4,2,4,1,1,3,3,3,4,1,"I’ve started my career as a high school theatre teacher and I’ve established enough income to buy a house. I’m working all day everyday to give my students the opportunities they deserve and then coming home to a supportive wife who is patient with me. I’m a bit all over the place, but I’m level headed. I know what I’ve gotta do. Then I can finally rest.",Just be patient and understanding that college is probably hard and it can be draining. That life isn’t always great and things happen. Just pick up on social cues if I’m having a hard time!
0423983692,22/FA,"First-Time, First-Year",Pell,First Gen,Female,Student of Color,Not Retained,4.34,No GPA - did not complete first term,No Longer Enrolled at Institution,3.63,3.4,3.1,4,4,2,4,5,3,4,3,2,1,3,4,3,3,4,1,1,0,1,0,1,1,0,0,0,0,0,,1,4,2,4,4,3,4,4,2,2,2,4,2,3,"My college debt is almost fully paid off, I have a stable job in something that interests me and am passionate about, and I am working a decent amount of hours for the career.",Information about majors that could potentially interest me or lead me towards solid goals in order to worry less about not knowing what my major should be if I'm really  indecisive.
0437590439,21/FA,"First-Time, First-Year",Not Pell,Not 1st Gen,Female,Non-Student of Color,Retained,4.23,3.87,Arts and Humanities,4.75,4.2,2.7,5,5,4,5,5,5,5,4,4,4,4,5,4,4,4,1,1,1,0,1,1,0,0,1,1,1,0,,1,2,3,3,4,2,3,2,3,2,3,6,5,4,"I would be an IB English teacher at my former high school, where I'd also teach Theory of Knowledge and oversee the school's newspaper. I'd live with my partner, and come home every night where we'd eat and watch TV together",Open and frequent communication! Keeping the students well informed.
0440422211,23/FA,"First-Time, First-Year",Not Pell,Not 1st Gen,Female,Non-Student of Color,-,4.03,3.85,Undecided,3.13,3.60,2.10,4,4,2,3,4,4,2,2,2,1,3,4,3,4,4,1,1,1,1,0,1,0,0,1,0,1,0,,1,2,3,2,1,2,3,3,2,1,2,3,2,3,A job that I am excited to go to everyday and that supports me financially. hopefully living by the beach somewhere,don't know
0452605639,21/FA,"First-Time, First-Year",Not Pell,First Gen,Male,Non-Student of Color,Retained,3.93,3.14,Arts and Humanities,3.375,4.2,2.3,4,4,3,3,4,4,3,2,4,2,5,4,4,4,4,1,1,1,1,0,1,0,0,0,1,1,0,,1,2,3,2,2,1,4,3,4,1,1,5,4,2,"I own my own law firm, and make enough money to help both my family and my parents. I also am successful enough that I am not slaving away in the office 24/7. I still have time to write, play music, spend time with friends, and play the sports I like.",Provide a solid platform for me to launch into the rest of my studies.
0453832637,23/FA,"First-Time, First-Year",Not Pell,Not 1st Gen,Male,Non-Student of Color,-,3.49,3.10,Undecided,4.13,4.40,1.70,5,5,4,4,4,5,3,3,4,3,5,4,4,4,5,1,1,1,1,1,1,0,1,1,0,1,0,,1,2,1,1,2,2,2,3,2,1,1,4,3,4,I'd like to imagine that I'll live in a nice city that I enjoy and have a career that truly relies on me or that I make a difference to/possibly lead. I'd hope that both my career and personal life are social and I keep important people close to me without worry.,"I'm not particularly worried about this, but as long as there are clear options and opportunities with clear ways to partake in them, I'll be happy and less overwhelmed."
0488272315,21/FA,"First-Time, First-Year",Not Pell,Not 1st Gen,Female,Non-Student of Color,Retained,4.49,3.78,Math and Natural Sciences,4.375,4.6,2.8,5,4,4,5,5,5,4,3,4,2,4,5,4,5,5,1,1,1,1,1,1,1,1,1,1,1,0,,1,2,3,4,4,2,3,3,4,2,1,6,5,4,I want to be passionate and engaged in whatever career Im involved in. I want to be traveling and having meaningful experiences that further my research and passions.,Not much besides being available which you already have! I might want to work with the office of accessibility for my learning disability
0489727408,21/FA,"First-Time, First-Year",Not Pell,Not 1st Gen,Male,Non-Student of Color,Retained,3.76,2.38,Math and Natural Sciences,4.5,3.6,2.5,4,4,5,5,5,3,5,5,3,2,4,3,4,4,3,1,1,1,1,1,1,1,1,0,0,1,0,,1,4,1,4,4,3,1,2,2,2,2,4,7,7,doing what I love and enjoying it,academic support whenever I'm struggling and need help with work.
0490570874,22/FA,"First-Time, First-Year",Not Pell,Not 1st Gen,Female,Non-Student of Color,Retained,4.30,3.58,Undecided,3.5,,,3,4,3,4,4,4,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0521708824,21/FA,"First-Time, First-Year",Not Pell,Not 1st Gen,Female,Non-Student of Color,Not Retained,4.03,2.40,No Longer Enrolled at Institution,3.125,3.6,2.3,3,3,1,4,5,4,2,3,4,4,3,4,3,4,4,1,1,0,0,0,1,1,0,1,1,1,0,,1,4,3,2,3,1,4,1,3,1,1,3,3,1,"I have at least a masters in psych and I’m working to pursue forensic psychology. I want to build a home for myself out of shopping containers and have learned how to weld to I can help build it. I want plants everywhere in my home, an orchard in the back, a herd of deer in a pasture, and a vegetable, herb, and tea garden. I want to do ceramics, glass blowing, wood working, jewelry-making, and paper crafts. I want to be a foster mom, and maybe have 1-3 of my own. I’d like my home to be a space for people who need a place to stay until they can get on their feet again (financially) as well. They would help me run a soup kitchen or farmers market out of my backyard and their time would be their rent, but we’d still help them get a job. I want to be able to earn enough money to start a Roth IRA for each of my foster kids so they can get the education they deserve and I hope I’m well traveled. I also have to have at least one cat, a dog, maybe a goat, who knows :)","I naturally don’t speak unless spoken to, but I almost always have something to say. I love to have meaningful and deep debates, so calling me out and asking the hard questions is the best way to keep me engaged. I like to work with the intangibles of life and the philosophy of it."
0536123827,23/FA,"First-Time, First-Year",Not Pell,Not 1st Gen,Male,Non-Student of Color,-,4.21,3.60,Undecided,3.38,4.00,1.80,3,4,2,3,5,4,4,2,3,2,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,0,,1,3,1,2,2,2,1,3,2,1,1,4,4,3,I am living comfortably in a home that I was able to purchase because of my dedication to my job that I genuinely enjoy. I hope that I have put myself in many uncomfortable situations to lead me on my path towards success.,
0542129129,22/FA,"First-Time, First-Year",Pell,First Gen,Male,Student of Color,Not Retained,4.03,3.88,No Longer Enrolled at Institution,4,3.8,3.3,5,4,2,3,5,5,5,3,2,4,4,4,2,4,5,0,1,1,1,1,1,0,1,0,1,0,0,,1,4,4,4,4,4,4,3,2,3,1,2,2,3,"I want to move towards becoming a psychologist; maybe even a psychiatrist. I am specifically interested in psychiatric medication and how it affects different kinds of people. Going to graduate school would be amazing, but it will be a challenge. I plan to pay graduate school completely on my own and feel like I have earned it. I imagine myself helping develop new drugs with that would play niche roles in helping people with very specific conditions, like comorbid disorders that require specialized care.","I would like guidance on what courses to take that will lead me to that path. Have conversation about what requirements I need to eventually work with substances. I know it is a little bit of a different path because, although I find it interesting, I am unsure about being a therapist and working with patients."
0563276456,21/FA,"First-Time, First-Year",Not Pell,Not 1st Gen,Female,Non-Student of Color,Retained,4.58,3.75,Social Sciences,3.875,4,3.3,5,5,2,4,5,5,3,2,3,1,3,5,3,4,5,0,1,1,1,1,0,0,1,1,0,1,0,,1,3,4,3,4,4,4,4,4,1,2,3,2,1,"In an ideal world after college I would be in a career that makes me happy.  It doesn't necessarily have to make the most money but I hope it will work towards things I'm passionate about, (helping people, animals, the environment, etc.).  I hope to have time to travel and explore the world.  I hope to be happy with myself and the relationships I've built around my life.  I would love to have a cat or dog too.","I guess just providing support in and away from the classroom, as well as being enthusiastic about what they are teaching.  I find that I enjoy learning something new so much more when the professor is excited to teach it."
0569219279,22/FA,"First-Time, First-Year",Pell,Not 1st Gen,Male,Student of Color,Retained,3.88,3.20,Social Sciences,,5,3.7,5,5,5,5,5,5,,,3,,5,5,5,5,5,1,1,1,1,1,1,1,1,1,0,1,0,,1,4,3,3,4,4,3,4,4,4,4,4,7,3,,
0584076075,22/FA,"First-Time, First-Year",Not Pell,Not 1st Gen,Female,Non-Student of Color,Retained,3.79,3.03,Undecided,3.25,2.8,2.6,4,3,4,4,3,2,4,2,3,3,3,3,2,2,4,0,1,0,1,1,1,0,0,0,0,1,0,,1,3,3,2,2,2,4,3,3,2,2,3,3,3,I'd like to be a therapist. Ideally I'd be making the dystopian American medical support network a little less dystopian. I'd like to still be close with any friends and not be living pay-check to pay-check,Going into how to achieve that career path with advisors and whatnot would be ideal.
0584831040,22/FA,"First-Time, First-Year",Not Pell,Not 1st Gen,Female,International,Retained,4.25,3.40,Math and Natural Sciences,4.5,4,3.1,5,5,4,4,4,4,5,5,4,4,4,4,3,4,5,1,0,1,1,1,0,0,1,0,1,1,0,,1,3,2,3,4,4,4,3,4,2,2,5,3,5,I see myself as a successful scientist. I have a large terrarium at home and I am engaged in breeding a variety of insects and reptiles. I work mainly with animals in environmental protection.,I think we should listen to each other and help when it’s necessary. Also trust each other and be respectful.
0600667508,21/FA,"First-Time, First-Year",Pell,Not 1st Gen,Female,Non-Student of Color,Not Retained,3.62,3.67,Social Sciences,3.375,3.8,2.6,4,4,3,5,3,3,2,3,3,2,3,4,3,4,5,0,1,1,1,0,1,0,0,0,1,1,0,,1,3,3,2,1,2,3,4,3,2,3,4,2,3,"I am helping others. Maybe that is being a UN journalist and using my platform to bring awareness to critical topics, maybe that is being back home and working in my local government, or maybe using my love for writing to tell peoples stories.",Be willing to allow for mental health concerns granted how stressed we've all been recently.
0620981250,21/FA,"First-Time, First-Year",Not Pell,First Gen,Female,Non-Student of Color,Retained,3.95,3.62,Arts and Humanities,4.25,4.4,3.1,4,5,4,5,5,5,3,3,4,2,4,5,4,4,5,1,1,0,0,0,1,1,1,1,1,1,0,,1,4,3,4,4,4,3,2,4,2,1,3,2,3,I am working as an environmental lawyer helping to fight the destruction of the environment on a grand scale. I have all of my student debt payed off and I am living in a cozy little house that is surrounded in wilderness.,Encourage activity in the Portland community to help make L&C and Portland a home.
0629796761,22/FA,"First-Time, First-Year",Not Pell,First Gen,Male,Student of Color,Not Retained,3.74,1.87,Undecided,4.75,5,,5,5,5,3,5,5,5,5,4,4,5,5,5,5,5,1,0,0,0,1,0,1,1,0,0,0,0,,1,4,3,3,2,4,,4,3,4,4,2,3,3,,
0635622262,21/FA,"First-Time, First-Year",Not Pell,First Gen,Female,Non-Student of Color,Retained,4.19,3.62,Social Sciences,3.5,3.6,3.4,4,3,2,4,5,4,3,3,4,4,4,4,3,3,4,1,1,1,1,1,1,0,0,0,1,1,0,,1,4,4,4,4,4,4,4,4,1,1,5,5,4,I'm helping people around the world,connect me with internships
0653677472,22/FA,"First-Time, First-Year",Not Pell,First Gen,Female,Non-Student of Color,Retained,3.57,2.04,Arts and Humanities,3.75,5,2.2,5,4,3,3,5,3,4,3,4,1,5,5,5,5,5,1,1,0,1,1,1,0,1,0,0,0,0,,1,3,2,3,2,4,2,2,1,2,1,5,6,5,Playing basketball in the WNBA and starting my own business of designing shoes for Nike. Living in an apartment or possibly a house.,Having multiple options of help with tutoring and such like that.
0657798208,22/FA,"First-Time, First-Year",Not Pell,Not 1st Gen,Female,Non-Student of Color,Retained,4.15,3.46,Arts and Humanities,3.5,3.8,3.1,4,4,2,3,5,4,3,3,3,1,3,4,4,4,4,1,1,1,1,1,1,0,1,1,0,1,0,,1,3,3,4,3,4,4,4,4,1,1,3,3,3,,
0674938928,22/FA,"First-Time, First-Year",Not Pell,Not 1st Gen,Male,Non-Student of Color,Retained,3.41,3.17,Social Sciences,4,3.4,1.6,4,4,5,3,3,4,4,5,4,3,4,3,2,4,4,1,0,0,0,1,0,0,0,0,0,1,0,,1,2,3,1,2,1,1,2,2,1,1,4,2,1,"I'm not really 100% sure about what I want to do, but maybe I'd be a teacher or a professor.",
0693856733,21/FA,"First-Time, First-Year",Not Pell,Not 1st Gen,Female,Non-Student of Color,Not Retained,4.55,3.97,No Longer Enrolled at Institution,3.25,3.6,2.6,4,2,2,2,3,5,4,4,3,1,3,4,3,3,5,0,1,1,1,0,0,0,0,0,1,1,0,,1,2,4,2,3,3,4,2,4,1,1,5,3,3,"I want to continue learning my whole life, and work in a job where I can help people, even if it's on a small scale. I want to explore different things and avoid getting stuck in one job forever.",I want the LC class to support me in exploring different classes and taking my time in declaring a major
0695694161,22/FA,"First-Time, First-Year",Not Pell,First Gen,Male,Student of Color,Retained,4.10,3.00,Undecided,3.75,4,2.3,4,4,2,5,4,4,4,3,4,2,4,5,3,4,4,1,0,0,1,0,1,0,1,1,0,1,0,,1,3,2,4,2,3,3,2,2,1,1,2,3,5,"At some point in my life, I'd love to have everyone I care for in a ballroom in a building that I own. What the occasion is could be anything, from a company party, a wedding, a baby shower, anything that has something to do either monetary success, or family success. Honestly, I rather it be something to do with starting a family, because to me, starting my own family is something very important to me and I will only want to raise a kid when I know I am in a position where I can take care of my family comfortably and provide them the best life I can.","I'd love to just have the time to meet the people. Everyone has a story and something to learn. I didn't just sign up to LC for the academics (although it was a primary point), but for the community and the connections I can build. Coming from a small school, I connect with my teachers to a personal level and through that I learned a lot more. That is something that would help me not only be a better student, but a better person in the long run."
